tik_id,address,YEAR,Date construction begin - היתר תכנית חתומה - שלם ראשון,MINOR,MAJOR,distance,additional_year
35720070,לסקר 7,1978,23/06/1978,1,,0,
35720130,לסקר 13,1977,08/01/1977,1,,2,
35720170,לסקר 17,1986,03/06/1986,7,,0,
35730170,"שיפר 17, שיפר 17 א",1989,12/06/1989,3,,-,
35750070,"בלבן מאיר 2, מימון שלמה 7",1977,15/02/1977,1,,1,
35760130,בלבן מאיר 13,1990,25/07/1990,0,,2,
35770060,"מהרש""א 6",1980,01/06/1980,0,,0,
35780040,בית חדש 4,1993,23/12/1993,0,,0,
35780050,בית חדש 5,1981,30/04/1981,0,,0,
35830140,"כוכבי יצחק 1, האסיף 14, האסיף 20, האסיף 16, ,",1991,07/10/1991,,1,0,
35840060,השילוח 6,1983,07/06/1983,0,,0,
35840120,השילוח 12,1980,24/03/1980,0,,1,
35880020,"שטינברג 2, כרם חמד 4",1980,26/02/1980,0,,0,
35890050,כרם חמד 5,1978,21/11/1978,1,,0,
35890070,כרם חמד 7,1980,02/10/1980,0,,1,
35890080,כרם חמד 8,1987,01/06/1987,0,,0,
35890140,כרם חמד 14,1979,06/11/1979,1,,0,
35890160,כרם חמד 16,1990,21/05/1990,0,,0,
36000270,"שילר שלמה 14, גורי ישראל 27",1983,16/08/1983,,0,3,
36370060,גוז'יקוב 6,1995,06/11/1995,1,,0,
36711110,"בר-לב חיים 115, בר-לב חיים 117, בר-לב חיים 113, מקראי קדש 2, , ,",1978,28/09/1978,,0,0,
36711130,"בר-לב חיים 115, בר-לב חיים 117, בר-לב חיים 113, מקראי קדש 2, , ,",1978,26/11/1978,,0,2,
36711270,"בר-לב חיים 127, בר-לב חיים 127 א",1991,06/04/1991,7,,3,
37040420,"שז""ר זלמן 42",1977,20/12/1977,,0,3,
37050100,"אירוס 10, אירוס 12, אירוס 14",1992,09/08/1992,0,,-,
37070200,"שקד 20, שיק ארתור 2, גרינבוים 40",1991,29/01/1991,0,,0,
37080240,"הלר חיים 24, רובינשטין יצחק 51, רובינשטין יצחק 53, הלר חיים 26",1993,19/10/1993,,1,0,
37090150,"גרוסמן מאיר 15, קורקידי 12",1993,11/09/1993,0,,0,
37090200,"גרינבוים 35, ארבר מנחם 1",1995,22/08/1995,0,,0,
37090250,"גרינבוים 37, גרוסמן מאיר 25",1982,25/06/1982,,1,0,
37090420,אהלי יעקב 9,1981,17/09/1981,,0,1,
37150010,"מחרוזת 6, קהילת קנדה 1",1986,25/02/1986,,1,-,
37150150,קהילת קנדה 15,1990,23/07/1990,,1,0,
37150370,קהילת קנדה 37,1990,25/03/1990,,1,0,
37240170,צונץ 17,1983,23/11/1983,,0,3,
37610160,מעון 16,1995,01/11/1995,2,,0,
37660051,חיננית 5 א,1989,12/05/1989,,0,-,
37700140,"מחרוזת 14, מחרוזת 16",1991,30/06/1991,,1,0,
37750280,"סומקן 28, סומקן 30",1992,22/09/1992,0,,0,
37920080,"נתיב המזלות 12, נתיב המזלות 8, העליה השניה 24",1995,22/10/1995,2,,0,
37950010,"מזל דלי 1, מזל טלה 6",1979,21/05/1979,,"0,2",-,
38080020,"שנקר אריה 2, המרד 23",1983,16/08/1983,,0,1,
38240080,"טוכולסקי קורט 8, טוכולסקי קורט 10, אטאטורק כמאל מוצטפה 16",1995,17/12/1995,,1,0,
38250040,"קרוא ברוך 4, מייזל זלמן 18",1995,03/12/1995,,1,1,
38290260,שוקן זלמן 26,1990,06/04/1990,,0,0,
38290280,שוקן זלמן 28,1979,01/03/1979,,0,0,
38300140,"ארבר מנחם 14, 3831 1, ארבר מנחם 16",1977,20/03/1977,,0,0,
38300190,"גרינבוים 17, ארבר מנחם 19",1978,07/03/1978,,0,0,
38300290,"ארבר מנחם 29, ארבר מנחם 31, ארבר מנחם 33, ארבר מנחם 35,",1978,07/03/1978,,0,0,
40470260,"4843 35, לח""י 35, תשבי 26, תשבי 28, ,",1992,29/06/1992,,1,0,
40800130,לובטקין צביה 13,1979,08/04/1979,,0,2,
41280400,"רי""ז 40",1994,27/12/1994,,0,3,
41450090,"מח""ל 9, סרלין יוסף 5, אלנקווה 27, מח""ל 11, , , , ,",1988,19/04/1988,,1,1,
41450230,"גבירטיג מרדכי 1, מח""ל 23",1991,02/11/1991,,0,1,
41450510,"מח""ל 51",1993,01/10/1993,,0,1,
41450680,"ששת הימים 37, מח""ל 68, ששת הימים 33, מח""ל 64, ,",1983,04/01/1983,,0,0,
41450820,"מח""ל 82, צלילי חנינא 44, ליבנה אליעזר 2, צלילי חנינא 42, , , ,",1987,16/02/1987,,1,0,
41460050,"צוקרמן אנטק יצחק 30, ששת הימים 9, ששת הימים 5, צוקרמן אנטק יצחק 28, ,",1982,30/09/1982,,1,0,
41460120,"ששת הימים 12, קהילת ברזיל 1, סלע יעקב 2, קהילת ברזיל 3,",1990,31/01/1990,,0,2,
41460580,"סנפיר 3, ב' 58",1987,21/08/1987,,0,2,
41470240,"אלנקווה 24, אלנקווה 26",1978,04/06/1978,,0,1,
41470280,"אלנקווה 28, אלנקווה 32, רצאבי זכריה 13, רצאבי זכריה 15, ,",1979,19/07/1979,,0,0,
41470320,"אלנקווה 28, אלנקווה 32, רצאבי זכריה 13, רצאבי זכריה 15, ,",1978,23/06/1978,,0,3,
41470520,אלנקווה 52,1989,09/07/1989,,0,2,
41470541,אלנקווה 54 א,1989,24/02/1989,,0,2,
41470580,"4845 20, רי""ז 9, אלנקווה 58",1991,27/02/1991,,0,1,
41480140,צוקרמן אנטק יצחק 14,1989,30/11/1989,,1,0,
41690330,"ארבר מנחם 3, גרינבוים 33",1993,20/12/1993,0,,0,
41760250,"מעפילי אגוז 25, מעפילי אגוז 27, מעפילי אגוז 29, מעפילי אגוז 31, , , ,",1991,22/05/1991,,1,0,
41760910,מעפילי אגוז 91,1988,13/04/1988,,1,0,
41820040,"גולינקין מרדכי 4, נ""ה 6, גולינקין מרדכי 6",1989,08/03/1989,,1,0,
41970140,"הרצפלד אברהם 14, הרצפלד אברהם 16, הרצפלד אברהם 18",1988,29/03/1988,,1,1,
41990030,סלע יעקב 3,1989,10/12/1989,,0,3,
42050070,"מ""ח 11, מ""ח 17, מ""ח 7, בר-כוכבא משה (בריל) 7, ,",1991,11/06/1991,,0,0,
42050190,"בר-כוכבא משה (בריל) 21, בר-כוכבא משה (בריל) 23, בר-כוכבא משה (בריל) 19, בר-כוכבא משה (בריל) 25, ,",1982,05/12/1982,,0,0,
42180030,"רי""ז 3",1989,13/11/1989,,0,2,
42180050,"רי""ז 5",1989,19/06/1989,,0,2,
42180070,"רי""ז 7",1990,06/05/1990,,0,2,
42190020,"מח""ל 25, גבירטיג מרדכי 2",1989,18/04/1989,,0,1,
42190050,"גבירטיג מרדכי 5, גבירטיג מרדכי 5 א",1989,09/07/1989,,0,2,
42190070,גבירטיג מרדכי 7,1989,09/07/1989,,0,2,
42190080,גבירטיג מרדכי 8,1989,19/10/1989,,0,2,
42190100,גבירטיג מרדכי 10,1989,16/07/1989,,0,2,
42190120,גבירטיג מרדכי 12,1989,20/03/1989,,0,2,
42310040,"מרדור מוניה 4 א, מרדור מוניה 4",1995,21/06/1995,,0,1,
42330060,"אבידן שמעון 6, אבידן שמעון 6 א",1993,30/03/1993,,0,2,
42340010,לנר דן 1,1993,30/04/1993,,0,2,
42340060,"בן-סירה יעקב 2, לנר דן 6, אבידן שמעון 5, בן-סירה יעקב 4",1993,01/10/1993,,0,1,
48550010,"אסא קדמוני 7 ב, מהלל העדני 1",1994,27/12/1994,,0,0,
73080000,"הרברט סמואל 113, גורדון יהודה ליב 0",1992,03/08/1992,2,,1,
73140000,"הרברט סמואל 1, הרברט סמואל 3, אביב (הגולשים) 3",1994,27/10/1994,,0,1,
